"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@Huntington_Bank dealing with your ins claims dept is like winning multi billion $ jamaican lotto winner! Such a JOKE! Never use u again!",FALSE,0,"Huntington_Bank",2017-06-29 12:43:52,FALSE,NA,"880406464170471424","78067917","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3_325thAirborne",0,FALSE,FALSE,NA,NA
"2","Pepsico, Inc. $PEP Position Cut by Huntington National Bank https://t.co/GDt33588Nn",FALSE,0,NA,2017-06-29 11:52:30,FALSE,NA,"880393537166204928",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SPNewsAnalysis",0,FALSE,FALSE,NA,NA
"3","Pepsico, Inc. $PEP Position Cut by Huntington National Bank https://t.co/tKGQSqDBXe",FALSE,0,NA,2017-06-29 11:51:04,FALSE,NA,"880393174832861185",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","storminvestor",0,FALSE,FALSE,NA,NA
"4","Delaware County Bank buyer hires Kemba, Huntington vet as small business leader https://t.co/E3G6Lzg11I",FALSE,0,NA,2017-06-29 11:43:05,FALSE,NA,"880391166839140352",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RLSmithBiz1st",0,FALSE,FALSE,NA,NA
"5","Delaware County Bank buyer hires Kemba, Huntington vet as small business leader https://t.co/MkMK3aTIzr",FALSE,0,NA,2017-06-29 10:57:32,FALSE,NA,"880379702195695616",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Small1Business",0,FALSE,FALSE,NA,NA
"6","Pepsico, Inc. $PEP Position Cut by Huntington National Bank https://t.co/UuOO71DhSg",FALSE,0,NA,2017-06-29 08:37:22,FALSE,NA,"880344427084091392",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA
"7","My bank just implemented fingerprint login on their app. @Huntington_Bank https://t.co/ddph7HJPFe",FALSE,1,NA,2017-06-29 06:31:36,FALSE,NA,"880312779021922305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xanaxchomper",0,FALSE,FALSE,NA,NA
"8","https://t.co/neGzLJtzlL (2) 3 Nights of Phish Tickets Chicago Huntington Bank Pavilion GA Floor!",FALSE,0,NA,2017-06-29 03:40:31,FALSE,NA,"880269723971334145",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ReeeemixHQ",0,FALSE,FALSE,NA,NA
"9","Does anyone use Huntington bank? And if so... do you like it?",FALSE,0,NA,2017-06-29 01:26:18,FALSE,NA,"880235948906336258",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TorLynDav",0,FALSE,FALSE,NA,NA
"10","I miss having Huntington bank",FALSE,1,NA,2017-06-29 01:06:23,FALSE,NA,"880230933647044609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CedezBelle",0,FALSE,FALSE,NA,NA
"11","I just checked in at The Huntington National Bank with #mPLUSPlaces Download today!  https://t.co/d544T4dkno",FALSE,0,NA,2017-06-29 00:42:43,FALSE,NA,"880224978473545728",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","rwtheobald",0,FALSE,FALSE,NA,NA
"12","I'm going to @SlightlyStoopid at Huntington Bank Pavilion at Northerly Island in Chicago, IL - Jul 9 https://t.co/xwKBHYs5h5",FALSE,0,NA,2017-06-29 00:26:10,FALSE,NA,"880220812267180033",NA,"<a href=""http://www.bandsintown.com/facebookapp?came_from=16"" rel=""nofollow"">Bandsintown</a>","the_czy",0,FALSE,FALSE,NA,NA
"13","You can't beat a company who is dedicated like this! @Huntington_Bank does it right! 

Join their rocking team!… https://t.co/phcjIICeE4",FALSE,0,NA,2017-06-28 23:49:52,TRUE,NA,"880211680394956800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","diversityjobs",0,FALSE,FALSE,NA,NA
"14","@Huntington_Bank TOPS the welcoming factor! 

Join their rocking team! https://t.co/7nVRATU4OS https://t.co/SKHd14QAQM",FALSE,0,"Huntington_Bank",2017-06-28 23:48:33,FALSE,NA,"880211346494812162","78067917","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","diversityjobs",0,FALSE,FALSE,NA,NA
"15","Huntington bank is trying to ruin my life",FALSE,0,NA,2017-06-28 22:49:37,FALSE,NA,"880196517893681153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catduchess",0,FALSE,FALSE,NA,NA
"16","I just checked in at The Huntington National Bank with #mPLUSPlaces Download today!  https://t.co/Vg7T8lQ1Ml",FALSE,0,NA,2017-06-28 22:49:11,FALSE,NA,"880196408892157952",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","otfld25",0,FALSE,FALSE,NA,NA
"17","Y'all need to stop it with the bank scams <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> ""if you got Huntington bank"" head ass lmao",FALSE,0,NA,2017-06-28 22:32:16,FALSE,NA,"880192149765185537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zmoney_Maker",0,FALSE,FALSE,NA,NA
"18","Our latest podcast: First Sentry Bank Sportsline 6 - 28 - 2017 https://t.co/r1F8IqHh0l on #SoundCloud",FALSE,0,NA,2017-06-28 22:06:01,FALSE,NA,"880185546185637888",NA,"<a href=""http://soundcloud.com"" rel=""nofollow"">SoundCloud</a>","ESPN941FM",0,FALSE,FALSE,NA,NA
"19","RT @Leland_Mgt: Our team members were lucky to receive some great training from speakers Craig Huntington of Alliance Bank &amp; Jean White fro…",FALSE,0,NA,2017-06-28 20:52:38,FALSE,NA,"880167076656185345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MacBriley",1,TRUE,FALSE,NA,NA
"20","See our latest #HuntingtonBeach, CA #job and click to apply: Branch Manager NMLS 2 or 3 - Huntington Beach... - https://t.co/ILYE1OXF5l",FALSE,0,NA,2017-06-28 19:50:58,FALSE,NA,"880151559148978176",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_cao_banking",0,FALSE,FALSE,"-117.9992265","33.660297"
"21","I just checked in at The Huntington National Bank with #mPLUSPlaces Download today!  https://t.co/msIkcph4ux",FALSE,0,NA,2017-06-28 19:12:45,FALSE,NA,"880141942134329344",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","patsfan10111",0,FALSE,FALSE,NA,NA
"22","@huntington_bank you have new employees leaving reviews about you this week on @Comparably. See what they're saying. https://t.co/9eAYmmWTmr",FALSE,0,"Huntington_Bank",2017-06-28 18:21:08,FALSE,NA,"880128949795160064","78067917","<a href=""https://www.comparably.com"" rel=""nofollow"">Comparably</a>","Comparably",0,FALSE,FALSE,NA,NA
"23","I just checked in at The Huntington National Bank with #mPLUSPlaces Download today!  https://t.co/63lHwWGjiN",FALSE,0,NA,2017-06-28 15:40:18,FALSE,NA,"880088476477247488",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","spittler2014",0,FALSE,FALSE,NA,NA
"24","Win tickets for LOGIC PRESENTS: Everybody's Tour at Huntington Bank Pavilion Northerly Island, August 24, 2017 https://t.co/8sDmj1t1zk",FALSE,0,NA,2017-06-28 15:22:52,FALSE,NA,"880084088165728260",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","purplepassion12",0,FALSE,FALSE,NA,NA
"25","Win tickets for Phish at Huntington Bank Pavilion at Northerly Island, July 15, 2017 with Do312 https://t.co/HLqG4PFmwi",FALSE,0,NA,2017-06-28 15:18:51,FALSE,NA,"880083075639726080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","purplepassion12",0,FALSE,FALSE,NA,NA
"26","Win tickets for Pretty Lights Live: Episode 08 at Huntington Bank Pavilion at Northerly Island, August 18, 2017 https://t.co/Ku7nmIv7kX",FALSE,0,NA,2017-06-28 15:18:39,FALSE,NA,"880083028869099521",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","purplepassion12",0,FALSE,FALSE,NA,NA
"27","Win tickets for Phish at Huntington Bank Pavilion at Northerly Island, July 16, 2017 with Do312 https://t.co/UWEXRSnUbG",FALSE,0,NA,2017-06-28 15:11:16,FALSE,NA,"880081168808456192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","purplepassion12",0,FALSE,FALSE,NA,NA
"28","RT @JohnstownOhio: PUBLIC ALERT:  Rumors of a robbery at Huntington Bank are swirling this morning. This was not the case. There was... htt…",FALSE,0,NA,2017-06-28 15:04:01,FALSE,NA,"880079343208321024",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BenLanka",1,TRUE,FALSE,NA,NA
"29","PUBLIC ALERT:  Rumors of a robbery at Huntington Bank are swirling this morning. This was not the case. There was... https://t.co/wtL5CgWvpz",FALSE,0,NA,2017-06-28 15:02:24,FALSE,NA,"880078936805445632",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JohnstownOhio",1,FALSE,FALSE,NA,NA
"30","Not gonna lie, fairly upset with how @Huntington_Bank has handled replacing my debit card for me. #Frustrated <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,1,NA,2017-06-28 14:20:54,FALSE,NA,"880068492371873792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zrodriguez13",0,FALSE,FALSE,NA,NA
"31","trending chains:
1. @Huntington_Bank 
2. @Cimpress 
3. @MaidPro 
4. @officedepot 
5. @TireDiscounters",FALSE,1,NA,2017-06-28 14:04:29,FALSE,NA,"880064362190450689",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SalesFuel",0,FALSE,FALSE,NA,NA
"32","https://t.co/bj5aNzjVZD (2) 3 Nights of Phish Tickets Chicago Huntington Bank Pavilion GA Floor!",FALSE,0,NA,2017-06-28 13:56:43,FALSE,NA,"880062407326003200",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ReeeemixHQ",0,FALSE,FALSE,NA,NA
"33","@FifthThird Rainbow flag background really?My car payment, house,savings, IRA credit card.Not now going to bank and opening at Huntington.",FALSE,4,"FifthThird",2017-06-28 13:33:14,FALSE,"879777382210600960","880056498658922496","231213589","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eddved11",0,FALSE,FALSE,NA,NA
"34","Waving our “Welcome” banner across the Midwest.  #Pride2017   https://t.co/cyT0O8qr8y https://t.co/HBumjFz3Yo",FALSE,3,NA,2017-06-28 12:51:29,FALSE,NA,"880045992942424064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Huntington_Bank",0,FALSE,FALSE,NA,NA
"35","Is Huntington Bank healthy enough to weather a recession? Stress-test results are in https://t.co/ObJHIE467A",FALSE,0,NA,2017-06-28 12:02:10,FALSE,NA,"880033579559927808",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","meditaudios",0,FALSE,FALSE,NA,NA
"36","https://t.co/TcvQtfz6xZ 1-2 TICKETS- PHISH AT HUNTINGTON BANK NORTHERLY ISLAND- 07/16/2017 GA FLOOR",FALSE,0,NA,2017-06-28 11:45:28,FALSE,NA,"880029379908292609",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ReeeemixHQ",0,FALSE,FALSE,NA,NA
"37","https://t.co/4M5YwtrLJp 1-2 TICKETS- PHISH AT HUNTINGTON BANK NORTHERLY ISLAND- 07/15/2017 GA FLOOR",FALSE,0,NA,2017-06-28 11:45:28,FALSE,NA,"880029377702092801",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ReeeemixHQ",0,FALSE,FALSE,NA,NA
"38","https://t.co/MQ7KlUwNtV 1-2 TICKETS- PHISH AT HUNTINGTON BANK NORTHERLY ISLAND- 07/14/2017 GA FLOOR",FALSE,0,NA,2017-06-28 11:45:27,FALSE,NA,"880029375772676096",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ReeeemixHQ",0,FALSE,FALSE,NA,NA
"39","Verizon Communications Inc. $VZ Shares Bought by Huntington National Bank https://t.co/ARmnSO6h0o",FALSE,0,NA,2017-06-28 11:43:29,FALSE,NA,"880028879871672320",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dakotafinancial",0,FALSE,FALSE,NA,NA
"40","I just checked in at The Huntington National Bank with #mPLUSPlaces Download today!  https://t.co/SReG7D962f",FALSE,0,NA,2017-06-28 10:50:34,FALSE,NA,"880015560976805888",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","mckboots",0,FALSE,FALSE,NA,NA
"41","Verizon Communications Inc. $VZ Shares Bought by Huntington National Bank https://t.co/oXN4TeOOCE",FALSE,0,NA,2017-06-28 08:25:55,FALSE,NA,"879979158495006722",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","WatchlistN",0,FALSE,FALSE,NA,NA
"42","RT @LiveActionIT: Customer Patrick Drew from @Huntington_Bank &amp; Tom Kunath from Cisco talk Patrick's #IWAN deployment and how LiveNX helped…",FALSE,0,NA,2017-06-28 06:11:14,FALSE,NA,"879945266903752705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davidizumo",1,TRUE,FALSE,NA,NA
"43","does anyone have chase bank because apparently Huntington bank is not v popular in Chicago",FALSE,0,NA,2017-06-28 05:50:54,FALSE,NA,"879940148619874304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lizardo9",0,FALSE,FALSE,NA,NA
"44","Win tickets for The Roots - Tour de Fat at Huntington Bank Pavilion at Northerly Island, July 29, 2017 with Do312 https://t.co/hB4cqWpW6N",FALSE,0,NA,2017-06-28 01:32:00,FALSE,NA,"879874992766414849",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","VeryLastThing",0,FALSE,FALSE,NA,NA
"45","RT @secondandseven: Day two at #2and7camp presented by @Huntington_Bank is off to a great start! https://t.co/BGY3OnLHxl",FALSE,0,NA,2017-06-28 00:33:10,FALSE,NA,"879860186252496897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ryanmillerOH43",4,TRUE,FALSE,NA,NA
"46","@Huntington_Bank get your connection with Quickbooks Online fixed...10 days and still not working...are you a small business bank or what?",FALSE,0,"Huntington_Bank",2017-06-28 00:16:04,FALSE,NA,"879855885396451328","78067917","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","scoop007",0,FALSE,FALSE,NA,NA
"47","https://t.co/4WKSI2cX32 NEVER MISS A SUNDAY SHOW!! 7-16-17 PHISH @ Huntington Bank Pavilion Chicago IL",FALSE,0,NA,2017-06-28 00:10:26,FALSE,NA,"879854465058254848",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ReeeemixHQ",0,FALSE,FALSE,NA,NA
"48","@classicKEN_ Both in chi. Kendrick at United center. Roots at Huntington bank pavilion",FALSE,0,"classicKEN_",2017-06-27 23:55:51,FALSE,"879850458541633538","879850795692380160","1172070702","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zario86",0,FALSE,FALSE,NA,NA
"49","RT @secondandseven: Day two at #2and7camp presented by @Huntington_Bank is off to a great start! https://t.co/BGY3OnLHxl",FALSE,0,NA,2017-06-27 22:56:44,FALSE,NA,"879835919955759107",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidOgden13",4,TRUE,FALSE,NA,NA
"50","@Huntington_Bank hey, thanks for ruining everything and then refusing to take responsibility for it. you're literally the worst. #ihateyou <ed><U+00A0><U+00BD><ed><U+00B2><U+00A9>",FALSE,0,"Huntington_Bank",2017-06-27 22:43:09,FALSE,NA,"879832501371392000","78067917","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EMaietta",0,FALSE,FALSE,NA,NA
"51","Crowds in the lawn at #Lakeshake. https://t.co/Bu8PilcKtF @ Huntington Bank Pavilion https://t.co/1nuaTwVewy",FALSE,0,NA,2017-06-27 22:19:24,FALSE,NA,"879826524081332224",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KTtheWanderer",0,FALSE,FALSE,"-87.6093433","41.8645385"
"52","Our latest podcast: First Sentry Bank Sportsline 6 - 27 - 2017 https://t.co/LikYMxtCFX on #SoundCloud",FALSE,0,NA,2017-06-27 22:05:48,FALSE,NA,"879823100262715392",NA,"<a href=""http://soundcloud.com"" rel=""nofollow"">SoundCloud</a>","ESPN941FM",0,FALSE,FALSE,NA,NA
"53","I just checked in at The Huntington National Bank with #mPLUSPlaces Download today!  https://t.co/FSIOD4Jp1c",FALSE,0,NA,2017-06-27 21:50:44,FALSE,NA,"879819309136175107",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","cblack1304",0,FALSE,FALSE,NA,NA
