"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @loveleov: Get a US bank account via Payoneer   https://t.co/s7b0z6BRj6",FALSE,0,NA,2017-06-29 12:51:36,FALSE,NA,"880408407055925248",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","AngelaMortimer2",1,TRUE,FALSE,NA,NA
"2","@justsomelegend @Mariebe10098426 @paulmasonnews @JohnnyMercerUK Perhaps Mr Mason can tell us who these food bank nu… https://t.co/CoHHxFK6pD",FALSE,0,"justsomelegend",2017-06-29 12:51:32,TRUE,"880156154583810048","880408390970814464","869196370565005312","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ChrisHawkis1",0,FALSE,FALSE,NA,NA
"3","Treat client experience like a journey—not a destination. Find out why in our #IBTop10 Challenge Highlights.… https://t.co/Z4pEHbQd2E",FALSE,0,NA,2017-06-29 12:51:09,TRUE,NA,"880408293608484864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AccentureCapMkt",0,FALSE,FALSE,NA,NA
"4","RT @IndyVoices: Don’t underestimate the power of the UK economy – it’s more resilient than you think https://t.co/VKvSszHnIs",FALSE,0,NA,2017-06-29 12:51:01,FALSE,NA,"880408261698211849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sensationalistz",1,TRUE,FALSE,NA,NA
"5","""US$ 400 Million for Coastal Embankment Improvement Project - Phase I  by World Bank to Bangladesh."" https://t.co/KXKWyWRvNZ on @LinkedIn",FALSE,0,NA,2017-06-29 12:50:32,FALSE,NA,"880408142399414272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ArefinMahina",0,FALSE,FALSE,NA,NA
"6","kidnapper Evans at it again , hmmm God help us oooo https://t.co/6x46mngn2c  #nigeria #naija #biafra",FALSE,0,NA,2017-06-29 12:48:50,FALSE,NA,"880407713708220417",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","mystorytalks",0,FALSE,FALSE,NA,NA
"7","Revealed: US hedge funds seek restructuring chief to lead turnaround of Co-operative Bank after £700m rescue deal. https://t.co/1K57Hf62Sa",FALSE,1,NA,2017-06-29 12:48:19,FALSE,NA,"880407580660690945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarkKleinmanSky",0,FALSE,FALSE,NA,NA
"8","RT @bfloparks: Join us on July 8 for a historical walking tour around Hoyt Lake, presented by @MandT_Bank! https://t.co/3yKWNhNziT <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #bFLOP…",FALSE,0,NA,2017-06-29 12:47:49,FALSE,NA,"880407457750818816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mamiloca76",3,TRUE,FALSE,NA,NA
"9","RT @DownbytheBank: Subscribe on iTunes! #Jaguars https://t.co/ZWZpm3rdso",FALSE,0,NA,2017-06-29 12:47:49,FALSE,NA,"880407457360740353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatlynBoyer",4,TRUE,FALSE,NA,NA
"10","RT @IDBI_Bank: To know more about IDBI Bank's offerings for Gen next solutions for cashless payments , Follow us now! https://t.co/wPH2U9HU…",FALSE,0,NA,2017-06-29 12:47:15,FALSE,NA,"880407315630915584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","parveen47785143",1002,TRUE,FALSE,NA,NA
"11","RT @thepoundlive: Co-ordination on Interest Rates Could ""Do Serious Damage to the Dollar""  - Deutsche Bank's Saravelos https://t.co/9hqKPvZ…",FALSE,0,NA,2017-06-29 12:46:37,FALSE,NA,"880407154758483968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FoenixPartners",2,TRUE,FALSE,NA,NA
"12","RT @IGSquawk: US bank shares boosted in pre-market on increased payouts to shareholders after passing stress tests. RO
$GS +2%
$BAC +2.7%
$…",FALSE,0,NA,2017-06-29 12:46:08,FALSE,NA,"880407033010241536",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","harissarosso",4,TRUE,FALSE,NA,NA
"13","If you're looking for work in #Newark, NJ, check out this #job: https://t.co/EX1lSzHBH5 #BusinessMgmt #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:45:36,FALSE,NA,"880406900294041600",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","StanChartJobs",0,FALSE,FALSE,"-74.1723667","40.735657"
"14","RT @ncino: The first #FI outside of the US deploys @nCino’s platform. Read why @oaknorth chose nCino’s Bank Operating System: https://t.co/…",FALSE,0,NA,2017-06-29 12:45:35,FALSE,NA,"880406895537860608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tulloat",1,TRUE,FALSE,NA,NA
"15","Getting ready to send someone off to college? Don't break your bank for home furnishings! Details on our items:… https://t.co/nFNZure0Vo",FALSE,0,NA,2017-06-29 12:45:21,TRUE,NA,"880406834070384641",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","IKEA_LongIsland",0,FALSE,FALSE,NA,NA
"16","RT @Vikings: Lightweight?!

<ed><U+00A0><U+00BD><ed><U+00B8><U+00AC><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>

https://t.co/J9kSbIcoK7 https://t.co/DCa8EjS7gZ",FALSE,0,NA,2017-06-29 12:44:37,FALSE,NA,"880406649835593729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nvanwyhe",123,TRUE,FALSE,NA,NA
"17","RT @equity_research: Central bank whisperers calling a changing tune on rates / stimulus....€/$ 1.14 and $/£ nearing 1.30 again. Gilt yield…",FALSE,0,NA,2017-06-29 12:44:31,FALSE,NA,"880406624250150915",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","research_tree",1,TRUE,FALSE,NA,NA
"18","The first #FI outside of the US deploys @nCino’s platform. Read why @oaknorth chose nCino’s Bank Operating System:… https://t.co/GJL1nAHDtP",FALSE,0,NA,2017-06-29 12:43:51,TRUE,NA,"880406460479492097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ncino",1,FALSE,FALSE,NA,NA
"19","RT @GodiFinancial: #Sterling hits 1.3000 handle vs US Dollar as BOE member Andy Haldane says the Central Bank seriously need to look at rai…",FALSE,0,NA,2017-06-29 12:42:27,FALSE,NA,"880406106689990656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GTAccountants",1,TRUE,FALSE,NA,NA
"20","RT @FinastraFS: We're pleased to announce that IFIC #Bank has chosen us to support its #growth drive with #FusionBanking Essence https://t.…",FALSE,0,NA,2017-06-29 12:41:13,FALSE,NA,"880405794453377025",NA,"<a href=""http://app.sociabble.com"" rel=""nofollow"">SociabbleApp</a>","maurotozzi",2,TRUE,FALSE,NA,NA
"21","NEXT ON GMEP: Have you seen this man? Police say he robbed the Wells Fargo bank inside a grocery store. https://t.co/O1hXMEyW6o",FALSE,0,NA,2017-06-29 12:41:08,FALSE,NA,"880405773058179072",NA,"<a href=""http://toplocalnow.com/us/el-paso"" rel=""nofollow"">El Paso Now</a>","ElPasoCP",0,FALSE,FALSE,NA,NA
"22","Can you recommend anyone for this #job? IT Data Specialist (Senior ETL Developer) - https://t.co/47XcMcYjHn #Finance #mountlaurel, NJ",FALSE,0,NA,2017-06-29 12:39:44,FALSE,NA,"880405424154959872",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_phl_finance",0,FALSE,FALSE,"-74.9541999","39.9236288"
"23","TOKYO (Reuters) - A Bank of Japan policymaker praised Adolf Hitler's economic policies on… https://t.co/NAyx5iWBv8",FALSE,0,NA,2017-06-29 12:37:46,FALSE,NA,"880404928124129280",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","governn1",0,FALSE,FALSE,NA,NA
"24","Struggling to get a #mortgage? It could get harder soon. Give us a try to see if we can help #stockport #bramhall https://t.co/F4JnCfB6zs",FALSE,0,NA,2017-06-29 12:36:35,FALSE,NA,"880404630940921856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mtg_Success",0,FALSE,FALSE,NA,NA
"25","US Bank friends today is a new day and we r coming your way Sgt Pepper special and don't forget about the mac n cheese 11-1 have a great day",FALSE,0,NA,2017-06-29 12:34:54,FALSE,NA,"880404205701345280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yellow_bellies_",0,FALSE,FALSE,NA,NA
"26","@wjpme Hi John, we don't allow bank accounts to be set up by parkrun events so please don't do this. Please contact… https://t.co/0M7fyHIinE",FALSE,0,"wjpme",2017-06-29 12:34:49,TRUE,"880393231426617344","880404186638299136","316660858","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","parkrunUK",0,FALSE,FALSE,NA,NA
"27","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 12:34:34,FALSE,NA,"880404120284344320",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","okilloran",60,TRUE,FALSE,NA,NA
"28","RT @gaurangmorjaria: Govt on our behalf socialises Pvt Bank's Toxic debts, gives more for them to lend it back to us,charge interest &amp; cut…",FALSE,0,NA,2017-06-29 12:34:24,FALSE,NA,"880404078207152128",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AgainstHunting",15,TRUE,FALSE,NA,NA
"29","On the hunt for that overseas bargain? Our bank-beating #exchange rates will help you get more for your money. Call… https://t.co/AWMmFGUUrH",FALSE,0,NA,2017-06-29 12:34:23,TRUE,NA,"880404075858341889",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","currencytrans",0,FALSE,FALSE,NA,NA
"30","US Bank friends today is a new day and we r coming your way Sgt Pepper special and don't forget about the mac n cheese 11-1 have a great day",FALSE,1,NA,2017-06-29 12:34:23,FALSE,NA,"880404074121875456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mkm0127",0,FALSE,FALSE,NA,NA
"31","RT @PaulJDavies: Oooo&gt;&gt; Lawsuit over Deutsche Bank's Russia trades dismissed: U.S. judge https://t.co/b4Vm8QF8MU via @ReutersUK",FALSE,0,NA,2017-06-29 12:33:46,FALSE,NA,"880403921646174212",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cetier1",1,TRUE,FALSE,NA,NA
"32","New article for the #arnoldmo website: U.S. Bank Employee Celebrates Retirement - News | Farm...: https://t.co/94jBzZFYyX #bestchoiceagents",FALSE,0,NA,2017-06-29 12:33:46,FALSE,NA,"880403919297499136",NA,"<a href=""http://parkbench.com"" rel=""nofollow"">Parkbench.com</a>","RhondaOverberg",0,FALSE,FALSE,NA,NA
"33","If you're looking for work in #clifton, NJ, check out this #job: https://t.co/2EAf2e9HGk #CustomerService #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:32:54,FALSE,NA,"880403704591011840",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_nwk_cstsrv",0,FALSE,FALSE,"-74.1692276","40.8589748"
"34","RT @PrettyGoodIdeas: Free museum visits on Saturday and Sunday https://t.co/mWOZGJhGPl",FALSE,0,NA,2017-06-29 12:31:25,FALSE,NA,"880403330148782081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rock__is__mylov",1,TRUE,FALSE,NA,NA
"35","RT @NBCNews: ""AK-47"" bandit responsible for at least six bank robberies has been identified https://t.co/ca7N1vT3NK https://t.co/mkWT52sPIh",FALSE,0,NA,2017-06-29 12:31:15,FALSE,NA,"880403289044647936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trune86",24,TRUE,FALSE,NA,NA
"36","You can use our STF bank guarantee in case of non-payment of commercial import or export transactions.

Contact Us:… https://t.co/FQ3fy4tFEr",FALSE,0,NA,2017-06-29 12:31:00,TRUE,NA,"880403225089892352",NA,"<a href=""https://www.socialgest.net"" rel=""nofollow"">SocialGest</a>","SeaTradeFinanci",0,FALSE,FALSE,NA,NA
"37","""The bank gave us more money just a few months later..."" More insight on bank funding from iframe CEO here: https://t.co/zUYsiYfRbq",FALSE,0,NA,2017-06-29 12:30:55,FALSE,NA,"880403201727623172",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","AusEntrepreneur",0,FALSE,FALSE,NA,NA
"38","RT @BluestateGranny: Using the US Treasury as his personal piggy bank.What's wrong w/you losers &amp; haters that you won't let him run amok?DI…",FALSE,0,NA,2017-06-29 12:30:23,FALSE,NA,"880403070470979584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bully4me16",1,TRUE,FALSE,NA,NA
"39","Korea Development Bank raises US$300m in first Green Bond issuance https://t.co/RkLi1BVTRJ",FALSE,0,NA,2017-06-29 12:30:14,FALSE,NA,"880403033569492994",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","environmentguru",0,FALSE,FALSE,NA,NA
"40","Don’t underestimate the power of the UK economy – it’s more resilient than you think https://t.co/VKvSszHnIs",FALSE,1,NA,2017-06-29 12:30:00,FALSE,NA,"880402974073397248",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IndyVoices",1,FALSE,FALSE,NA,NA
"41","How 40 #TampaBay @Chase branches will become more energy efficient
https://t.co/cYf4B3FJcC #banking #energyefficiency $JPM",FALSE,0,NA,2017-06-29 12:28:17,FALSE,NA,"880402538943696901",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MargieTBBJ",0,FALSE,FALSE,NA,NA
"42","RT @Twolves_PR: Next up for @JimmyButler, US Bank Stadium. #NewEraNewLook https://t.co/q4qFu7gJ62",FALSE,0,NA,2017-06-29 12:27:25,FALSE,NA,"880402323780096000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarkOyaas",11,TRUE,FALSE,NA,NA
"43","@georgeof2witter Hi, sorry for the trouble. Please write to us at https://t.co/C4NjI47XgQ and our executive will get back to you.",FALSE,0,"georgeof2witter",2017-06-29 12:27:00,FALSE,"880398909884964866","880402217240494080","35300023","<a href=""http://response.iristrack.com"" rel=""nofollow"">Iris Track</a>","AxisBankSupport",0,FALSE,FALSE,NA,NA
"44","@Dempsey1888 Regardless of where you finish, it's money in the bank mate. Maybe you could meet us in the Europa League final <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,"Dempsey1888",2017-06-29 12:26:56,FALSE,"880401563151462400","880402201511907329","82609653","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheShade1872",0,FALSE,FALSE,NA,NA
"45","RT @angshukanta: Trump: Hey, glad you wanna buy all the arms &amp; jets, but how will you pay me, er, the US?

Modi: Linked Aadhaar to bank a/c…",FALSE,0,NA,2017-06-29 12:26:34,FALSE,NA,"880402109841104896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chatterjeearupk",17,TRUE,FALSE,NA,NA
"46","RT @IGSquawk: US bank shares boosted in pre-market on increased payouts to shareholders after passing stress tests. RO
$GS +2%
$BAC +2.7%
$…",FALSE,0,NA,2017-06-29 12:25:57,FALSE,NA,"880401953955561474",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","strawberrypiyo",4,TRUE,FALSE,NA,NA
"47","RT @gaurangmorjaria: Govt on our behalf socialises Pvt Bank's Toxic debts, gives more for them to lend it back to us,charge interest &amp; cut…",FALSE,0,NA,2017-06-29 12:25:02,FALSE,NA,"880401723227074560",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kernow4corbyn",15,TRUE,FALSE,NA,NA
"48","Using the US Treasury as his personal piggy bank.What's wrong w/you losers &amp; haters that you won't let him run amok… https://t.co/6NvfL2VUNC",FALSE,1,NA,2017-06-29 12:24:51,TRUE,NA,"880401677521702913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BluestateGranny",1,FALSE,FALSE,NA,NA
"49","@plzlook8me We believe that our team contacted you and addressed your concern. Kindly let us know in case you need any further assistance.",FALSE,0,"plzlook8me",2017-06-29 12:24:19,FALSE,"879615370474029056","880401542460850176","1598126443","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IDFC_Bank",0,FALSE,FALSE,NA,NA
"50","examples of lab reports for chemistry https://t.co/MTsbA6ciNX introduction to a lab report",FALSE,0,NA,2017-06-29 12:24:15,FALSE,NA,"880401525876633601",NA,"<a href=""http://freecougardatingsite.com/"" rel=""nofollow"">alinablod745</a>","alinablod",0,FALSE,FALSE,NA,NA
"51","RT @PaperWash: [bank robbery]

OK EVERYONE BE COOL!

[everyone starts smoking cigarettes]

[dave starts coughing]

Damn it Dave you're gunn…",FALSE,0,NA,2017-06-29 12:22:34,FALSE,NA,"880401102537199616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","daimonic0",2217,TRUE,FALSE,NA,NA
"52","RT @IGSquawk: US bank shares boosted in pre-market on increased payouts to shareholders after passing stress tests. RO
$GS +2%
$BAC +2.7%
$…",FALSE,0,NA,2017-06-29 12:22:12,FALSE,NA,"880401010388336640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vicjoh_89",4,TRUE,FALSE,NA,NA
"53","RT @globeandmail: Berkshire on verge of becoming Bank of America’s top shareholder https://t.co/hNCq0KwyCp from @GlobeBusiness",FALSE,0,NA,2017-06-29 12:21:56,FALSE,NA,"880400944273522688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mikeshaw1963",5,TRUE,FALSE,NA,NA
"54","RT @AlexAlbarel: equensWorldline supports European Central Bank Instant Settlement initiative https://t.co/wQ7Zbs2xwe",FALSE,0,NA,2017-06-29 12:21:42,FALSE,NA,"880400882994728961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichelMissud",1,TRUE,FALSE,NA,NA
"55","Do u think cracking Government Exams are difficult?
Join us for Bank PO &amp; other competitive exams.
Call: 98555-5117… https://t.co/QjYnMJrYCu",FALSE,0,NA,2017-06-29 12:21:24,TRUE,NA,"880400809434992640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IconKnowledge",0,FALSE,FALSE,NA,NA
"56","RT @TaraandHolly: beta's approaching through Our bank/circle/amazon will ALWAYS be treated more favourably.

you get ONE chance with Us - d…",FALSE,0,NA,2017-06-29 12:20:42,FALSE,NA,"880400633198768128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TaraandHolly",1,TRUE,FALSE,NA,NA
"57","Free museum visits on Saturday and Sunday https://t.co/mWOZGJhGPl",FALSE,2,NA,2017-06-29 12:20:08,FALSE,NA,"880400490890235904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrettyGoodIdeas",1,FALSE,FALSE,NA,NA
"58","I would go to a bank every day &amp; give Black ppl money for our reparations that the gobt wont gove back to us. Also… https://t.co/uY8crLNhM9",FALSE,0,NA,2017-06-29 12:19:57,TRUE,NA,"880400444195041280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SunniDipped",0,FALSE,FALSE,NA,NA
"59","@religoused I think that's a real reason, but it's more. Russia rescued him when no US bank would deal w/ him. He's… https://t.co/GAhB9jG7i4",FALSE,1,"religoused",2017-06-29 12:19:51,TRUE,"880270950406787072","880400417535995904","801060144771694592","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DavidWetherell",0,FALSE,FALSE,NA,NA
"60","RT @msgpahujaa: Why are bank charges wrong!
Know how Banks are fleecing us.
@suchetadalal &amp; @sanjaynirupam will tell you how.
Join them on…",FALSE,0,NA,2017-06-29 12:19:47,FALSE,NA,"880400403208310784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jignesh_Sagar79",33,TRUE,FALSE,NA,NA
"61","Want to work in #billerica, MA? View our latest opening: https://t.co/t3TfDUAdv6 #Banking #Job #Jobs #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:19:30,FALSE,NA,"880400329119940608",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_bos_banking",0,FALSE,FALSE,"-71.2660569","42.5546932"
"62","Gotta light? Wtf is going on in Twin Peaks? Find us and tell us. Citizens Bank, Riverside, 11:30-1:30 or the Armory… https://t.co/dbpIEUfm2P",FALSE,1,NA,2017-06-29 12:19:11,TRUE,NA,"880400252896989184",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rockettruck",0,FALSE,FALSE,NA,NA
"63","RT @IBM: Consortium of 7 European banks select IBM to build and host Digital Trade Chain #blockchain solution: https://t.co/mF2ECiusG5 #IBM…",FALSE,0,NA,2017-06-29 12:19:06,FALSE,NA,"880400231824846848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josephsaab",231,TRUE,FALSE,NA,NA
"64","RT @IGSquawk: US bank shares boosted in pre-market on increased payouts to shareholders after passing stress tests. RO
$GS +2%
$BAC +2.7%
$…",FALSE,0,NA,2017-06-29 12:18:41,FALSE,NA,"880400123053920256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TomasGarcia_P",4,TRUE,FALSE,NA,NA
"65","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 12:17:23,FALSE,NA,"880399796070166528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","contenteddriver",60,TRUE,FALSE,NA,NA
"66","How do you most often prefer to #capture the #memories in #life? Let us know and earn a bit extra!… https://t.co/pTiCJ0s47f",FALSE,1,NA,2017-06-29 12:17:12,TRUE,NA,"880399751665131521",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","views_bank",0,FALSE,FALSE,NA,NA
"67","How much cooler is the new Falcons stadium vs. US Bank Stadium?",FALSE,0,NA,2017-06-29 12:16:59,FALSE,NA,"880399696610680832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miketoews",0,FALSE,FALSE,NA,NA
"68","@BeingLomesh Hi, sorry for the trouble. Please write to us at: https://t.co/C4NjI47XgQ along with the screen shot o… https://t.co/U3YLU71nUL",FALSE,0,"BeingLomesh",2017-06-29 12:16:52,TRUE,"880383953496154112","880399665895804928","3010039147","<a href=""http://response.iristrack.com"" rel=""nofollow"">Iris Track</a>","AxisBankSupport",0,FALSE,FALSE,NA,NA
"69","RT @msgpahujaa: Why are bank charges wrong!
Know how Banks are fleecing us.
@suchetadalal &amp; @sanjaynirupam will tell you how.
Join them on…",FALSE,0,NA,2017-06-29 12:16:40,FALSE,NA,"880399616763678720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anupamdeb775",33,TRUE,FALSE,NA,NA
"70","US bank shares boosted in pre-market on increased payouts to shareholders after passing stress tests. RO
$GS +2%
$BAC +2.7%
$C +3.4%",FALSE,0,NA,2017-06-29 12:16:37,FALSE,NA,"880399606689017858",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IGSquawk",4,FALSE,FALSE,NA,NA
"71","Get a US bank account via Payoneer   https://t.co/s7b0z6BRj6",FALSE,0,NA,2017-06-29 12:16:32,FALSE,NA,"880399584547278848",NA,"<a href=""http://QuintessencePublications.com"" rel=""nofollow"">QuintessenceBooks </a>","loveleov",1,FALSE,FALSE,NA,NA
"72","<ed><U+00A0><U+00BD><ed><U+00B1><U+008D> Count likes before bank notes and the money will follow!
Tell us what your first tweet was in the comments!",FALSE,0,NA,2017-06-29 12:16:06,FALSE,NA,"880399473452736512",NA,"<a href=""http://socialserver.net"" rel=""nofollow"">SocialMediaServer</a>","spungoldmedia",0,FALSE,FALSE,NA,NA
"73","@sheloveslove_ Voting for 3 of us. 2 dentists 1 bank exec.",FALSE,1,"sheloveslove_",2017-06-29 12:15:49,FALSE,"880396454140952577","880399401503473664","790462570423390209","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MimiFangirl0207",0,FALSE,FALSE,NA,NA
"74","RT @VitaMorsGaming: Expect some hardcore GTA for a while guys! Live in just ova 1hr! Let's see how this works for us! Gonna be making BANK…",FALSE,0,NA,2017-06-29 12:14:40,FALSE,NA,"880399113086529536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aventadorplayz",1,TRUE,FALSE,NA,NA
"75","This #job might be a great fit for you: Intraday Manager - https://t.co/xQIDklAzS7 #CustomerService #mountlaurel, NJ #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:13:02,FALSE,NA,"880398702560501760",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_phl_cstsrv",0,FALSE,FALSE,"-74.9541999","39.9236288"
"76","Expect some hardcore GTA for a while guys! Live in just ova 1hr! Let's see how this works for us! Gonna be making BANK today
@RockstarGames",FALSE,3,NA,2017-06-29 12:12:45,FALSE,NA,"880398632939343872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VitaMorsGaming",1,FALSE,FALSE,NA,NA
"77","World Bank launches 'pandemic bond' to tackle major outbreaks https://t.co/eWpterHkwa via @Reuters",FALSE,0,NA,2017-06-29 12:12:36,FALSE,NA,"880398594754392064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DelphX_LLC",0,FALSE,FALSE,NA,NA
"78","World Bank launches 'pandemic bond' to tackle major outbreaks https://t.co/eWpterHkwa",FALSE,0,NA,2017-06-29 12:12:28,FALSE,NA,"880398562504429568",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","DelphX_LLC",0,FALSE,FALSE,NA,NA
"79","RT @mobilecoldroom: People who use https://t.co/rxuNdULhYq trust our bias for convenience. Making tasty meals is never stressful when you b…",FALSE,0,NA,2017-06-29 12:10:53,FALSE,NA,"880398163638669312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Funkyshinaayo",1,TRUE,FALSE,NA,NA
"80","RT @IBM: Consortium of 7 European banks select IBM to build and host Digital Trade Chain #blockchain solution: https://t.co/mF2ECiusG5 #IBM…",FALSE,0,NA,2017-06-29 12:10:22,FALSE,NA,"880398032885485569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","p_delmonte",231,TRUE,FALSE,NA,NA
